id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,furnishing,chiller_included,parking_spaces,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,contract_type,n_cheques,annual_rent_usd,rent_per_sqft_usd,rent_per_m2_usd
R004376,2025-04-06,Emirates Hills,Emirates Hills,25.05554,55.17665,villa,6BR_villa,6,6358,590.7,golf_course,fully_furnished,True,3,UAE Pavilion,Red,56,18.57,yearly,2,548800,86,929
R004377,2026-01-25,DIFC,DIFC,25.22216,55.28344,apartment,2BR,2,1346,125.1,city,unfurnished,False,1,Burj Khalifa/Dubai Mall,Red,16,2.92,short_term,4,108400,80,867
R004378,2024-10-06,Discovery Gardens,Discovery Gardens,25.04411,55.13574,apartment,3BR,3,1407,130.7,pool,unfurnished,True,2,Al Jadaf,Green,333,22.01,yearly,4,20200,14,155
R004379,2025-01-14,Sustainable City,Sustainable City,24.98441,55.27662,villa,3BR_villa,3,2339,217.3,pool,unfurnished,True,3,Noor Bank,Red,209,23.66,short_term,12,73200,31,337
R004380,2026-03-26,Sustainable City,Sustainable City,24.99576,55.27664,villa,5BR_villa,5,4247,394.5,community,fully_furnished,False,4,Jebel Ali,Red,183,22.4,yearly,2,145300,34,368
R004381,2023-12-22,Jumeirah 1,Jumeirah,25.22482,55.26578,villa,5BR_villa,5,6395,594.1,community,fully_furnished,False,3,Discovery Gardens,Red,285,3.19,yearly,4,356400,55,600
R004382,2024-06-25,Arabian Ranches 2,Arabian Ranches,25.05252,55.26551,villa,3BR_villa,3,2947,273.8,city,fully_furnished,False,4,Abu Baker Al Siddique,Red,314,16.11,yearly,1,150300,51,549
R004383,2023-08-01,Al Warqa,Al Warqa,25.19957,55.38902,villa,3BR_villa,3,2028,188.4,community,fully_furnished,True,3,Abu Hail,Red,142,11.54,yearly,1,57800,28,307
R004384,2021-06-11,Liwan,Dubailand,25.0677,55.33207,apartment,studio,0,487,45.3,community,unfurnished,False,1,Jebel Ali,Red,243,15.53,short_term,6,3700,7,81
R004385,2026-03-09,Motor City,Motor City,25.04741,55.24454,apartment,1BR,1,486,45.1,park,unfurnished,False,2,World Trade Centre,Red,248,16.92,yearly,4,9700,19,215
R004386,2024-09-22,Al Mamzar,Al Mamzar,25.29768,55.33973,apartment,1BR,1,947,88.0,pool,fully_furnished,True,1,Stadium (G),Green,27,12.96,yearly,2,26100,27,297
R004387,2024-06-10,Dubai Silicon Oasis,Dubai Silicon Oasis,25.11183,55.37709,apartment,3BR,3,1678,155.9,community,semi_furnished,False,1,Business Bay,Red,178,14.03,yearly,2,27400,16,176
R004388,2024-12-01,The Valley,Dubai-Al Ain Road,24.9561,55.49141,villa,3BR_villa,3,3489,324.1,pool,fully_furnished,False,3,Abu Hail,Red,470,34.59,yearly,1,74300,21,229
R004389,2024-09-17,Jumeirah Islands,Emirates Living,25.04217,55.14076,villa,3BR_villa,3,2623,243.7,burj_khalifa,fully_furnished,True,2,World Trade Centre,Red,274,21.87,yearly,4,185300,70,760
R004390,2021-11-01,Palm Jumeirah,Palm Jumeirah,25.11003,55.15624,apartment,2BR,2,1426,132.4,park,unfurnished,False,2,Al Furjan,Red,114,15.34,yearly,2,72500,50,547
R004391,2026-04-23,Motor City,Motor City,25.03927,55.24787,apartment,studio,0,575,53.4,community,fully_furnished,True,1,Noor Bank,Red,110,17.76,yearly,4,13800,24,259
R004392,2024-03-10,Dubai Studio City,Dubai Studio City,25.03231,55.207,apartment,2BR,2,1513,140.6,burj_khalifa,fully_furnished,False,1,Energy,Red,183,19.55,yearly,4,41600,27,296
R004393,2021-01-08,Dubai Investment Park,DIP,24.99443,55.17291,apartment,2BR,2,1378,128.0,park,semi_furnished,True,1,UAE Pavilion,Red,79,24.76,short_term,4,10300,7,81
R004394,2025-10-10,Expo City,Dubai South,24.95189,55.15759,apartment,2BR,2,1344,124.8,park,fully_furnished,False,2,Expo 2020,Red,6,29.71,yearly,4,29500,22,237
R004395,2025-01-25,Damac Hills 2,Damac Hills,24.95094,55.30014,villa,4BR_villa,4,4870,452.4,pool,unfurnished,False,3,BurJuman (G),Green,388,27.51,yearly,2,105100,21,232
R004396,2025-10-14,The Greens,The Greens,25.10011,55.18006,apartment,2BR,2,1367,127.0,marina,fully_furnished,True,1,Mashreq Bank,Red,12,14.38,short_term,4,56100,41,441
R004397,2022-06-30,Dubai Hills Estate,Mohammed Bin Rashid,25.11958,55.236,apartment,2BR,2,1395,129.6,marina,fully_furnished,True,2,Noor Bank,Red,39,9.46,yearly,4,59700,42,461
R004398,2021-08-25,Al Warqa,Al Warqa,25.20458,55.41884,villa,3BR_villa,3,2683,249.2,city,fully_furnished,True,4,Abu Baker Al Siddique (G),Green,138,14.56,yearly,12,32800,12,132
R004399,2025-10-31,Dubai Sports City,Dubai Sports City,25.03521,55.22923,apartment,1BR,1,804,74.7,park,fully_furnished,False,1,Danube,Red,124,18.58,yearly,2,12200,15,164
R004400,2024-02-14,Discovery Gardens,Discovery Gardens,25.04399,55.14871,apartment,1BR,1,536,49.8,park,unfurnished,True,2,Discovery Gardens,Red,10,21.22,yearly,12,10900,20,219
R004401,2023-08-17,Dubai Harbour,Dubai Marina,25.09666,55.12892,apartment,studio,0,550,51.1,city,semi_furnished,True,3,Sharaf DG,Red,56,18.42,yearly,4,36600,66,715
R004402,2023-01-06,Downtown Dubai,Downtown,25.18122,55.25718,apartment,4BR_penthouse,4,2780,258.3,city,semi_furnished,False,1,Burj Khalifa/Dubai Mall,Red,5,2.48,yearly,4,165100,59,639
R004403,2022-05-09,Green Community,DIP,24.9985,55.17577,villa,4BR_villa,4,3624,336.7,community,unfurnished,True,2,Dubai Internet City,Red,134,24.22,yearly,2,60800,16,181
R004404,2023-02-02,City Walk,Al Wasl,25.2043,55.26858,apartment,3BR,3,1831,170.1,park,fully_furnished,False,1,World Trade Centre,Red,42,0.98,yearly,1,84300,46,495
R004405,2025-01-18,Discovery Gardens,Discovery Gardens,25.03966,55.13581,apartment,2BR,2,1198,111.3,marina,fully_furnished,True,2,Discovery Gardens,Red,6,22.4,short_term,1,25500,21,229
R004406,2024-07-07,The Springs,Emirates Living,25.03166,55.21019,villa,5BR_villa,5,4721,438.6,sea,fully_furnished,False,3,MRT-1,Red,62,19.51,yearly,4,237600,50,542
R004407,2023-03-20,Damac Hills 2,Damac Hills,24.94807,55.29589,villa,4BR_villa,4,3832,356.0,community,unfurnished,False,3,Danube,Red,219,27.79,yearly,4,76900,20,216
R004408,2021-12-20,Motor City,Motor City,25.03801,55.24186,apartment,2BR,2,1087,101.0,community,fully_furnished,False,2,Discovery Gardens,Red,120,18.0,yearly,2,18400,16,182
R004409,2023-02-17,Expo City,Dubai South,24.95375,55.15832,apartment,2BR,2,1107,102.8,community,unfurnished,False,1,Expo 2020,Red,2,29.49,yearly,4,20200,18,197
R004410,2024-06-05,The Greens,The Greens,25.09998,55.17404,apartment,2BR,2,1151,107.0,community,fully_furnished,True,1,Dubai Internet City,Red,2,14.8,yearly,2,30700,26,287
R004411,2025-03-23,Palm Jumeirah,Palm Jumeirah,25.10892,55.14732,apartment,4BR_penthouse,4,2608,242.3,community,semi_furnished,False,2,Sharaf DG,Red,61,16.12,yearly,12,215300,82,889
R004412,2023-04-08,La Mer,Jumeirah,25.23377,55.25683,apartment,2BR,2,1250,116.1,city,semi_furnished,True,1,Max,Red,41,4.43,yearly,2,97400,77,839
R004413,2021-06-28,Expo City,Dubai South,24.9614,55.14459,apartment,2BR,2,1055,98.0,community,unfurnished,True,3,Expo 2020,Red,7,29.3,yearly,2,13000,12,132
R004414,2023-01-18,Tilal Al Ghaf,Tilal Al Ghaf,25.01475,55.26431,villa,4BR_villa,4,5020,466.4,city,unfurnished,False,2,Burj Khalifa/Dubai Mall,Red,246,20.31,yearly,6,116900,23,251
R004415,2026-02-26,Al Barsha South,Al Barsha,25.0682,55.20058,apartment,1BR,1,817,75.9,sea,fully_furnished,True,2,Danube,Red,136,16.15,short_term,12,28900,35,381
R004416,2023-01-20,The Lakes,Emirates Living,25.07092,55.18973,villa,5BR_villa,5,4958,460.6,sea,fully_furnished,False,3,Mall of the Emirates,Red,87,16.43,yearly,1,282200,56,613
R004417,2021-05-10,Dubai Creek Harbour,Creek,25.20061,55.36819,villa,4BR_villa,4,3712,344.8,park,fully_furnished,True,3,Centrepoint,Red,106,9.44,yearly,2,74600,20,216
R004418,2023-07-21,Dubai Harbour,Dubai Marina,25.07927,55.12562,apartment,3BR,3,1188,110.4,marina,fully_furnished,False,1,Mashreq Bank,Red,30,19.91,yearly,2,81300,68,736
R004419,2021-10-01,Bur Dubai,Bur Dubai,25.24214,55.29477,apartment,2BR,2,1531,142.2,city,fully_furnished,True,1,ADCB,Red,14,5.4,yearly,4,24800,16,174
R004420,2021-05-11,Al Furjan,Al Furjan,25.03233,55.14863,apartment,studio,0,417,38.7,community,fully_furnished,False,3,Al Furjan,Red,5,22.28,yearly,4,6900,16,177
R004421,2024-04-24,Mira,Reem,25.06293,55.2822,villa,4BR_villa,4,3389,314.9,burj_khalifa,fully_furnished,True,4,Jumeirah Golf Estates,Red,126,14.95,short_term,1,105700,31,336
R004422,2023-02-20,The Springs,Emirates Living,25.04569,55.18552,villa,3BR_villa,3,3047,283.1,community,fully_furnished,False,2,Discovery Gardens,Red,48,19.08,yearly,2,116900,38,413
R004423,2021-12-05,Sobha Hartland,MBR City,25.17965,55.29899,apartment,1BR,1,614,57.0,burj_khalifa,fully_furnished,False,3,World Trade Centre,Red,58,3.15,yearly,2,19800,32,347
R004424,2025-08-01,Al Barsha,Al Barsha,25.1012,55.21775,villa,5BR_villa,5,3594,333.9,community,fully_furnished,False,2,Sharaf DG,Red,19,12.1,yearly,1,83500,23,250
R004425,2026-01-07,Dubai Studio City,Dubai Studio City,25.04417,55.21368,apartment,1BR,1,684,63.5,golf_course,unfurnished,False,2,Jumeirah Golf Estates,Red,75,18.08,short_term,1,12200,17,191
R004426,2021-03-12,Dubai Islands,Deira Islands,25.28656,55.31422,apartment,3BR,3,1797,167.0,burj_khalifa,fully_furnished,False,1,Abu Baker Al Siddique (G),Green,22,10.71,yearly,1,52900,29,317
R004427,2022-05-14,Meydan,Meydan,25.15933,55.28994,villa,5BR_villa,5,6575,610.9,park,semi_furnished,True,3,Business Bay,Red,64,4.49,yearly,2,239400,36,392
R004428,2025-02-28,Bulgari Resort,Jumeirah Bay,25.21016,55.26372,villa,4BR_villa,4,4486,416.7,burj_khalifa,unfurnished,True,3,Al Ras,Green,97,1.8,yearly,12,738700,164,1773
R004429,2025-10-08,Jumeirah Village Triangle,JVT,25.059,55.20179,apartment,1BR,1,637,59.2,park,unfurnished,False,1,Jumeirah Golf Estates,Red,44,17.02,yearly,4,12900,20,219
R004430,2024-12-31,Al Furjan,Al Furjan,25.01913,55.11809,apartment,1BR,1,704,65.4,community,fully_furnished,True,1,Al Furjan,Red,0,25.29,yearly,6,22300,31,341
R004431,2023-06-26,The Meadows,Emirates Living,25.05325,55.19004,villa,3BR_villa,3,2613,242.7,city,semi_furnished,False,3,Dubai Investment Park,Red,86,18.12,yearly,2,149600,57,616
R004432,2022-05-23,Dubai South,Dubai South,24.91553,55.14147,apartment,3BR,3,2334,216.9,marina,fully_furnished,True,1,Discovery Gardens,Red,185,34.06,yearly,2,34400,14,159
R004433,2022-01-15,The Springs,Emirates Living,25.05801,55.15847,villa,3BR_villa,3,2575,239.2,golf_course,unfurnished,True,3,Jumeirah Golf Estates,Red,35,19.38,short_term,12,71800,27,300
R004434,2024-10-31,Bur Dubai,Bur Dubai,25.26503,55.32317,apartment,1BR,1,818,76.0,community,unfurnished,False,2,Oud Metha,Green,36,9.0,yearly,1,11100,13,146
R004435,2022-09-03,Jumeirah Lake Towers,JLT,25.05212,55.14415,apartment,1BR,1,599,55.7,sea,unfurnished,True,1,Ibn Battuta,Red,44,20.79,yearly,2,12300,20,222
R004436,2025-11-25,Emirates Hills,Emirates Hills,25.03441,55.18056,villa,4BR_villa,4,3953,367.2,park,semi_furnished,False,3,Noor Bank,Red,119,20.42,yearly,1,326200,82,888
R004437,2025-02-12,La Mer,Jumeirah,25.212,55.27231,apartment,2BR,2,1214,112.8,pool,semi_furnished,True,1,Burj Khalifa/Dubai Mall,Red,41,1.66,yearly,2,92700,76,822
R004438,2021-03-27,Jumeirah Beach Residence,Dubai Marina,25.08504,55.12803,apartment,1BR,1,643,59.8,community,fully_furnished,True,1,Discovery Gardens,Red,52,19.3,yearly,1,12000,18,201
R004439,2026-01-01,Jumeirah Beach Residence,Dubai Marina,25.09431,55.14703,apartment,1BR,1,1065,99.0,community,unfurnished,False,1,Ibn Battuta,Red,52,17.18,short_term,4,46200,43,467
R004440,2023-01-19,Liwan,Dubailand,25.06636,55.31529,apartment,1BR,1,664,61.7,community,fully_furnished,False,2,Business Bay,Red,183,15.12,short_term,2,9700,14,157
R004441,2022-08-20,La Mer,Jumeirah,25.21712,55.26028,apartment,3BR,3,1065,99.0,burj_khalifa,unfurnished,True,1,World Trade Centre,Red,27,2.63,yearly,12,72300,67,730
R004442,2023-03-22,Dubai Festival City,Festival City,25.23114,55.36438,apartment,3BR,3,1521,141.3,park,fully_furnished,True,1,Al Jadaf,Green,27,9.81,yearly,4,49700,32,352
R004443,2025-12-18,Jebel Ali,Jebel Ali,25.02184,55.0989,apartment,2BR,2,1094,101.6,community,fully_furnished,True,1,Danube,Red,33,26.31,yearly,6,15800,14,156
R004444,2025-11-30,Al Warqa,Al Warqa,25.20257,55.40536,villa,3BR_villa,3,3113,289.2,community,fully_furnished,False,3,Dubai Investment Park,Red,388,13.19,yearly,2,88400,28,306
R004445,2025-12-26,Dubai Harbour,Dubai Marina,25.07212,55.13076,apartment,1BR,1,640,59.4,community,fully_furnished,False,2,Mashreq Bank,Red,33,20.06,yearly,2,32100,50,539
R004446,2025-10-25,Dubai Festival City,Festival City,25.23171,55.37721,apartment,1BR,1,652,60.6,marina,fully_furnished,False,2,Creek,Green,6,11.03,yearly,1,29500,45,486
R004447,2026-01-07,Sobha Hartland,MBR City,25.18767,55.31256,apartment,studio,0,474,44.0,burj_khalifa,unfurnished,False,1,Al Qiyadah,Red,158,3.98,yearly,4,28500,60,647
R004448,2025-01-31,Bur Dubai,Bur Dubai,25.26827,55.29411,apartment,2BR,2,972,90.3,park,semi_furnished,False,2,Palm Deira,Green,6,8.15,yearly,6,22800,23,252
R004449,2021-01-21,Dubai Silicon Oasis,Dubai Silicon Oasis,25.10774,55.37926,apartment,studio,0,494,45.9,community,fully_furnished,True,1,Financial Centre,Red,185,14.5,yearly,2,4900,10,107
R004450,2023-10-11,Al Warqa,Al Warqa,25.22137,55.41512,villa,5BR_villa,5,5992,556.6,community,fully_furnished,False,2,Dubai Healthcare City,Green,96,14.41,yearly,2,143400,23,258
R004451,2024-10-22,Tilal Al Ghaf,Tilal Al Ghaf,25.00673,55.2582,villa,4BR_villa,4,4388,407.6,community,semi_furnished,True,3,Palm Deira,Green,329,21.24,yearly,6,142100,32,349
R004452,2024-12-27,Bur Dubai,Bur Dubai,25.25646,55.31573,apartment,1BR,1,752,69.9,community,unfurnished,False,2,Al Ghubaiba,Green,2,7.79,yearly,2,11700,15,167
R004453,2023-05-28,Dubai Production City,IMPZ,25.02797,55.2226,apartment,1BR,1,778,72.3,city,unfurnished,True,3,Jebel Ali,Red,127,19.53,yearly,6,11300,14,157
R004454,2021-10-08,Jumeirah Village Triangle,JVT,25.04656,55.17676,apartment,studio,0,460,42.7,pool,unfurnished,True,2,First Abu Dhabi Bank,Red,123,19.42,yearly,2,6700,14,156
R004455,2026-02-05,Mirdif,Mirdif,25.2291,55.40129,villa,3BR_villa,3,2976,276.5,pool,fully_furnished,True,4,Oud Metha,Green,133,13.25,yearly,6,58800,19,213
R004456,2025-05-26,Dubai Sports City,Dubai Sports City,25.04285,55.2416,apartment,studio,0,472,43.9,community,fully_furnished,False,2,Dubai Internet City,Red,97,17.48,yearly,1,9000,19,205
R004457,2026-01-23,Damac Hills,Damac Hills,25.04225,55.2446,apartment,2BR,2,1055,98.0,park,unfurnished,True,1,Al Furjan,Red,142,17.49,yearly,1,21700,20,221
R004458,2022-03-11,Meydan,Meydan,25.1474,55.27599,villa,6BR_villa,6,7012,651.4,pool,semi_furnished,True,4,Al Jafiliya,Red,106,5.54,yearly,1,197500,28,303
R004459,2024-05-20,Business Bay,Business Bay,25.17749,55.26633,apartment,2BR,2,1400,130.0,sea,unfurnished,False,1,Business Bay,Red,4,2.34,yearly,6,62400,44,480
R004460,2024-05-31,Karama,Bur Dubai,25.2379,55.3024,apartment,1BR,1,829,77.1,park,unfurnished,False,1,ADCB,Red,21,5.33,yearly,6,14500,17,188
R004461,2024-05-13,Dubai Islands,Deira Islands,25.29271,55.29998,apartment,4BR_penthouse,4,2969,275.8,community,semi_furnished,True,1,Abu Baker Al Siddique (G),Green,22,10.93,yearly,1,115900,39,420
R004462,2023-03-27,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16462,55.32225,villa,3BR_villa,3,2985,277.3,park,semi_furnished,False,3,Baniyas Square (G),Green,142,6.03,yearly,1,96900,32,349
R004463,2022-02-19,Umm Suqeim,Jumeirah,25.15005,55.20069,villa,5BR_villa,5,6804,632.1,community,fully_furnished,False,4,Dubai Internet City,Red,73,9.08,yearly,4,282600,41,447
R004464,2023-02-03,Al Mamzar,Al Mamzar,25.29109,55.34675,apartment,1BR,1,823,76.4,community,fully_furnished,True,1,Al Qiyadah,Red,8,12.73,yearly,4,19000,23,249
R004465,2022-10-03,Al Reem,Arabian Ranches,25.0536,55.26695,villa,4BR_villa,4,3133,291.0,marina,semi_furnished,True,4,Jumeirah Golf Estates,Red,128,15.98,yearly,4,108300,34,372
R004466,2024-04-21,Bluewaters Island,Dubai Marina,25.08672,55.11947,villa,5BR_villa,5,5794,538.3,community,unfurnished,True,3,Al Furjan,Red,77,19.85,yearly,1,320600,55,596
R004467,2025-11-12,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16688,55.29999,villa,4BR_villa,4,3744,347.9,city,unfurnished,True,4,ADCB,Red,127,4.24,yearly,12,182800,48,525
R004468,2023-09-25,Dubai Studio City,Dubai Studio City,25.04052,55.22064,apartment,3BR,3,1548,143.8,park,unfurnished,True,1,Mashreq Bank,Red,105,18.24,yearly,12,32300,20,225
R004469,2023-07-31,Tilal Al Ghaf,Tilal Al Ghaf,25.01619,55.24451,villa,5BR_villa,5,6854,636.7,community,fully_furnished,False,4,Jebel Ali,Red,155,20.35,yearly,12,222500,32,349
R004470,2023-03-28,La Mer,Jumeirah,25.21649,55.25445,apartment,4BR_penthouse,4,3912,363.4,pool,fully_furnished,True,1,Union (G),Green,82,2.94,yearly,2,249800,63,687
R004471,2023-11-27,Arabian Ranches 2,Arabian Ranches,25.05038,55.24399,villa,5BR_villa,5,5465,507.7,sea,unfurnished,False,4,MRT-1,Red,174,16.61,yearly,12,322500,59,635
R004472,2022-01-10,Dubai Studio City,Dubai Studio City,25.04439,55.22785,apartment,1BR,1,668,62.1,community,unfurnished,True,1,Noor Bank,Red,115,17.63,yearly,1,9000,13,145
R004473,2025-02-03,Dubai South,Dubai South,24.91533,55.18328,apartment,1BR,1,628,58.3,city,unfurnished,True,1,Al Qusais,Green,566,32.66,yearly,12,8700,13,149
R004474,2024-02-03,Green Community,DIP,25.00158,55.15986,villa,4BR_villa,4,5060,470.1,pool,unfurnished,True,4,Jebel Ali,Red,50,24.62,short_term,4,140000,27,298
R004475,2021-10-07,Dubai Hills Estate,Mohammed Bin Rashid,25.12592,55.23293,villa,3BR_villa,3,2775,257.8,community,unfurnished,False,2,Expo 2020,Red,243,8.96,short_term,4,73700,26,286
R004476,2023-08-23,Mudon,Dubailand,25.04872,55.24795,villa,3BR_villa,3,3534,328.3,marina,unfurnished,True,2,Max,Red,253,16.72,short_term,1,89900,25,274
R004477,2021-08-25,Karama,Bur Dubai,25.24147,55.28991,apartment,2BR,2,1329,123.4,community,semi_furnished,False,1,Union,Red,35,5.16,yearly,2,12400,9,100
R004478,2025-08-21,La Mer,Jumeirah,25.21065,55.2572,apartment,3BR,3,2086,193.8,pool,unfurnished,False,2,World Trade Centre,Red,32,2.29,yearly,4,142100,68,733
R004479,2023-10-17,Dubailand,Dubailand,25.03059,55.31484,apartment,3BR,3,1383,128.5,city,fully_furnished,True,1,Al Ras,Green,321,18.97,yearly,12,24700,17,192
R004480,2025-10-21,Dubai Studio City,Dubai Studio City,25.04656,55.23022,apartment,studio,0,454,42.2,community,fully_furnished,False,1,Danube,Red,126,17.33,short_term,2,7100,15,168
R004481,2022-10-08,Jumeirah Village Triangle,JVT,25.05171,55.16991,apartment,3BR,3,2471,229.6,pool,semi_furnished,True,1,Noor Bank,Red,103,19.3,short_term,6,46300,18,202
R004482,2022-10-13,The Springs,Emirates Living,25.03359,55.18873,villa,4BR_villa,4,3403,316.2,marina,semi_furnished,True,3,Al Jafiliya,Red,282,20.13,yearly,1,167700,49,530
R004483,2023-07-26,Al Nahda,Al Nahda,25.29156,55.38187,apartment,2BR,2,1217,113.0,pool,unfurnished,True,1,Al Nahda (G),Green,6,15.06,yearly,4,24500,20,217
R004484,2022-04-15,World Islands,World Islands,25.22288,55.15118,apartment,2BR,2,1137,105.7,sea,fully_furnished,True,1,Burj Khalifa/Dubai Mall,Red,142,12.72,yearly,12,96600,84,914
R004485,2022-06-24,Jumeirah Islands,Emirates Living,25.03606,55.16421,villa,5BR_villa,5,6057,562.7,burj_khalifa,unfurnished,True,3,Discovery Gardens,Red,26,21.07,yearly,2,447900,74,796
R004486,2024-08-23,Arabian Ranches 3,Arabian Ranches,25.0727,55.2774,villa,6BR_villa,6,6424,596.8,pool,unfurnished,True,2,Financial Centre,Red,210,13.85,yearly,1,283300,44,475
R004487,2022-09-19,Mudon,Dubailand,25.05045,55.23686,villa,4BR_villa,4,3779,351.1,pool,fully_furnished,True,4,Mall of the Emirates,Red,111,16.75,yearly,4,72000,19,205
R004488,2022-11-16,Bur Dubai,Bur Dubai,25.27752,55.28853,apartment,studio,0,405,37.6,sea,unfurnished,False,1,Al Ghubaiba,Green,1,9.04,yearly,1,9000,22,239
R004489,2024-09-05,Al Warqa,Al Warqa,25.18956,55.38766,villa,3BR_villa,3,3255,302.4,community,unfurnished,True,3,Al Ghubaiba,Green,147,11.43,yearly,2,82000,25,271
R004490,2023-04-07,Town Square,Nshama,25.02336,55.26769,apartment,1BR,1,791,73.5,community,unfurnished,True,2,Expo 2020,Red,161,19.34,yearly,2,12100,15,164
R004491,2025-03-30,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.15694,55.30438,apartment,1BR,1,932,86.6,community,unfurnished,False,1,Al Qiyadah,Red,175,5.4,yearly,2,49400,53,570
R004492,2024-04-24,Downtown Dubai,Downtown,25.20158,55.27661,apartment,1BR,1,686,63.7,community,fully_furnished,False,1,Business Bay,Red,22,0.54,yearly,1,41000,59,644
R004493,2025-12-12,Meydan,Meydan,25.16708,55.2814,villa,6BR_villa,6,8954,831.8,golf_course,semi_furnished,True,4,Sharaf DG,Red,144,3.42,yearly,6,385800,43,464
R004494,2021-05-14,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.14796,55.31754,apartment,4BR_penthouse,4,2614,242.9,community,semi_furnished,True,1,Oud Metha,Green,96,6.99,yearly,2,78900,30,325
R004495,2026-03-09,Jumeirah Bay Island,Jumeirah,25.19935,55.23949,apartment,2BR,2,1089,101.1,community,semi_furnished,True,2,Business Bay,Red,31,3.52,short_term,2,118400,108,1170
R004496,2024-07-09,International City,International City,25.16355,55.42403,apartment,1BR,1,842,78.2,city,fully_furnished,True,1,Union (G),Green,186,15.51,yearly,4,9600,11,123
R004497,2026-02-01,Azizi Riviera,MBR City,25.17033,55.28321,apartment,2BR,2,1042,96.8,marina,fully_furnished,True,1,Abu Baker Al Siddique (G),Green,154,3.12,yearly,6,44100,42,456
R004498,2025-07-20,Dubai South,Dubai South,24.92114,55.18399,villa,3BR_villa,3,2898,269.2,marina,fully_furnished,True,3,Emirates Towers,Red,439,32.02,yearly,2,42700,14,159
R004499,2022-08-21,The Views,The Greens,25.09381,55.172,apartment,3BR,3,1980,183.9,community,semi_furnished,False,1,Mashreq Bank,Red,12,15.44,yearly,6,46400,23,252
R004500,2023-10-29,Madinat Jumeirah Living,Jumeirah,25.14052,55.17451,apartment,4BR_penthouse,4,2920,271.3,community,unfurnished,False,1,Mashreq Bank,Red,57,11.87,yearly,1,164000,56,604
